ranch,plot,tag_number,row,column,shoots_1998,height_1998,infl_1998,notes_1998,shoots_1999,height_1999,infl_1999,notes_1999,shoots_2000,height_2000,infl_2000,notes_2000,shoots_2001,height_2001,infl_2001,notes_2001,shoots_2002,height_2002,infl_2002,notes_2002,shoots_2003,height_2003,infl_2003,notes_2003
Esteio-Colosso,5756,1237,A,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,1
Esteio-Colosso,5756,1637,D,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,2231,C,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,37,D,3,4,90,0,NA,2,61,0,NA,2,54,0,NA,3,53,0,NA,5,60,0,90,3,49,0,NA
Esteio-Colosso,5756,566,B,4,NA,NA,NA,NA,1,6,0,1,1,6,0,NA,1,9,0,NA,1,10,0,NA,1,10,0,NA
Esteio-Colosso,5756,2285,A,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,341,E,5,2,14,0,NA,1,22,0,NA,1,22,0,NA,1,4,0,NA,1,10,0,NA,NA,NA,NA,2
Esteio-Colosso,5756,58,D,3,3,70,0,NA,4,60,0,NA,3,52,0,NA,3,57,0,NA,4,61,0,NA,4,70,1,NA
Esteio-Colosso,5756,793,A,7,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0,1,1,13,0,NA,2,17,0,NA,2,22,0,NA
Esteio-Colosso,5756,289,A,3,4,33,0,NA,6,32,0,NA,6,47,0,NA,6,45,0,NA,7,47,0,90,5,40,0,NA
Esteio-Colosso,5756,323,B,3,3,74,0,NA,5,71,0,NA,4,75,0,NA,3,76,1,NA,4,95,0,NA,5,63,1,NA
Esteio-Colosso,5756,79,B,5,1,85,1,NA,3,82,1,NA,3,79,0,NA,3,80,0,NA,3,78,0,NA,5,85,0,NA
Esteio-Colosso,5756,1704,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,573,C,9,NA,NA,NA,NA,3,30,0,3,2,38,0,NA,3,29,0,NA,2,40,0,NA,2,27,0,NA
Esteio-Colosso,5756,216,E,1,2,18,0,NA,1,20,0,NA,2,24,0,NA,2,23,0,NA,3,23,0,NA,2,15,0,NA
Esteio-Colosso,5756,830,A,4,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0,1,1,12,0,NA,1,17,0,NA,2,12,0,NA
Esteio-Colosso,5756,539,B,5,1,8,0,NA,1,8,0,NA,1,11,0,NA,1,9,0,NA,2,19,0,NA,2,19,0,NA
Esteio-Colosso,5756,896,A,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,19,0,1,3,14,0,NA
Esteio-Colosso,5756,193,A,3,1,16,0,NA,2,15,0,NA,2,28,0,NA,3,29,0,NA,4,36,0,90,2,38,0,NA
Esteio-Colosso,5756,283,C,3,4,29,0,NA,3,40,0,NA,2,29,0,NA,4,35,0,NA,3,40,0,NA,3,37,0,NA
Esteio-Colosso,5756,953,D,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,0,1,2,25,0,NA
Esteio-Colosso,5756,521,D,9,4,48,0,NA,2,52,0,NA,2,72,0,NA,1,56,0,NA,2,54,0,NA,2,56,0,NA
Esteio-Colosso,5756,861,B,6,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0,1,1,10,0,NA,1,13,0,NA,1,8,0,NA
Esteio-Colosso,5756,387,B,5,3,40,0,NA,4,30,0,NA,4,32,0,NA,3,39,0,NA,5,46,0,NA,2,32,0,NA
Esteio-Colosso,5756,143,A,4,1,18,0,NA,2,22,0,NA,3,29,0,NA,3,30,0,NA,1,31,0,NA,2,29,0,NA
Esteio-Colosso,5756,2290,D,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,5756,302,A,8,5,47,0,NA,4,42,0,NA,4,29,0,NA,5,60,0,NA,6,61,0,NA,7,65,0,NA
Esteio-Colosso,5756,321,A,6,2,30,0,NA,2,28,0,NA,3,29,0,NA,3,36,0,NA,4,48,0,NA,5,41,1,NA
Esteio-Colosso,Florestal,428,D,2,6,110,0,NA,3,56,0,NA,3,53,0,NA,NA,NA,NA,60,NA,NA,NA,60,NA,NA,NA,60
Esteio-Colosso,Florestal,651,C,4,NA,NA,NA,NA,3,71,0,NA,5,68,0,NA,1,77,1,NA,3,76,0,NA,3,52,1,NA
Esteio-Colosso,Florestal,534,E,2,7,88,0,NA,4,92,0,NA,3,63,0,NA,4,56,0,NA,6,51,0,NA,5,83,0,NA
Esteio-Colosso,Florestal,480,D,1,3,15,0,NA,1,11,0,NA,2,11,0,NA,1,13,0,NA,NA,NA,NA,60,NA,NA,NA,60
Esteio-Colosso,Florestal,1160,D,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0,1,1,7,0,NA
Esteio-Colosso,Florestal,1485,E,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,1481,C,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,565,E,2,2,40,0,NA,3,38,0,NA,2,37,0,NA,4,39,0,NA,4,42,0,NA,4,35,0,NA
Esteio-Colosso,Florestal,511,E,3,5,93,1,NA,2,48,0,NA,5,76,0,NA,3,69,0,NA,5,63,0,NA,4,59,0,NA
Esteio-Colosso,Florestal,329,E,4,2,36,0,NA,3,40,0,NA,3,50,0,NA,3,53,0,NA,4,51,0,NA,3,36,0,NA
Esteio-Colosso,Florestal,544,E,2,1,67,0,NA,4,60,0,NA,3,63,0,NA,8,63,0,NA,9,61,0,NA,7,78,0,NA
Esteio-Colosso,Florestal,1212,B,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,875,A,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0,1,NA,NA,NA,60,1,20,0,NA
Esteio-Colosso,Florestal,442,D,4,3,51,0,NA,2,52,0,NA,2,54,0,NA,4,51,0,NA,4,58,0,NA,4,58,0,NA
Esteio-Colosso,Florestal,1050,D,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,1,1,10,0,NA,2,20,0,NA
Esteio-Colosso,Florestal,1926,C,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,1097,B,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,1,1,9,0,NA,1,3,0,NA
Esteio-Colosso,Florestal,740,A,9,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,1,1,9,0,NA,1,3,0,NA,NA,NA,NA,2
Esteio-Colosso,Florestal,982,B,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,1,3,6,0,NA,1,9,0,NA
Esteio-Colosso,Florestal,1543,E,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,88,0,50
Esteio-Colosso,Florestal,248,B,9,5,70,0,NA,6,67,0,NA,6,78,1,NA,8,76,1,NA,9,61,0,NA,10,53,2,NA
Esteio-Colosso,Florestal,853,B,8,NA,NA,NA,NA,NA,NA,NA,NA,1,7,0,1,1,7,0,NA,1,9,0,NA,1,5,0,NA
Esteio-Colosso,Florestal,532,E,3,5,100,0,NA,3,109,0,NA,7,110,0,80,5,107,2,NA,7,100,0,NA,5,88,3,NA
Esteio-Colosso,Florestal,183,B,2,2,26,0,NA,2,24,0,NA,3,26,0,NA,2,38,0,NA,3,30,0,NA,2,36,0,NA
Esteio-Colosso,Florestal,331,C,6,2,97,1,NA,1,79,1,NA,1,71,0,NA,1,52,0,NA,3,55,0,NA,3,70,0,NA
Esteio-Colosso,Florestal,363,D,6,2,31,0,NA,2,35,0,NA,4,32,0,NA,1,9,0,90,NA,NA,NA,2,NA,NA,NA,NA
Esteio-Colosso,Florestal,1563,D,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,0,NA
Esteio-Colosso,Florestal,713,D,4,NA,NA,NA,NA,2,11,0,3,1,14,0,NA,1,15,0,NA,1,15,0,NA,2,12,0,NA
Esteio-Colosso,Florestal,1127,E,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,1,NA,NA,NA,2
Esteio-Colosso,Florestal,1023,D,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,0,1,1,17,0,NA,NA,NA,NA,2
Esteio-Colosso,Florestal,687,C,8,NA,NA,NA,NA,1,14,0,3,1,14,0,NA,1,18,0,NA,1,20,0,NA,1,18,0,NA
Esteio-Colosso,Florestal,356,C,7,1,26,0,NA,2,26,0,NA,2,66,0,NA,1,31,0,NA,2,26,0,90,1,1,0,NA
Esteio-Colosso,Florestal,771,A,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,1,1,13,0,NA,1,6,0,NA,NA,NA,NA,2
Esteio-Colosso,Florestal,649,C,2,NA,NA,NA,NA,1,10,0,3,1,14,0,NA,1,20,0,NA,NA,NA,NA,60,NA,NA,NA,60
Esteio-Colosso,Florestal,1020,E,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,0,1,1,22,0,NA,1,18,0,NA
Esteio-Colosso,Florestal,891,A,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,16,0,1,4,47,0,NA,4,51,0,NA
Esteio-Colosso,Florestal,550,D,4,3,58,0,NA,3,56,0,NA,3,36,0,NA,2,28,0,NA,4,40,0,NA,3,39,0,NA
Esteio-Colosso,Florestal,358,D,6,5,78,0,NA,6,68,1,NA,5,76,0,NA,4,96,0,NA,6,88,0,NA,1,79,0,NA
Esteio-Colosso,Florestal,244,B,6,3,41,0,NA,3,61,0,NA,3,66,0,NA,5,61,0,NA,5,66,0,NA,4,85,0,NA
Esteio-Colosso,Florestal,993,A,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,11,0,50,5,22,0,NA,3,24,0,NA
Esteio-Colosso,Florestal,1456,B,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,13,A,2,2,27,0,NA,2,19,0,NA,5,32,0,NA,7,56,1,NA,13,58,0,NA,9,91,4,NA
Esteio-Colosso,Florestal,201,C,5,5,134,1,NA,7,136,0,NA,10,120,0,NA,NA,1,1,NA,4,110,0,NA,3,120,0,NA
Esteio-Colosso,Florestal,245,B,10,2,39,0,NA,2,45,0,NA,4,61,0,NA,6,62,0,NA,4,46,0,NA,3,85,0,NA
Esteio-Colosso,Florestal,1402,E,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16,0,1,1,14,0,NA
Esteio-Colosso,Florestal,1592,A,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,1907,A,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,966,A,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0,1,2,16,0,NA,2,20,0,NA
Esteio-Colosso,Florestal,449,D,4,3,47,0,NA,2,54,0,NA,2,57,0,NA,1,37,0,NA,2,50,0,NA,2,35,0,NA
Esteio-Colosso,Florestal,879,A,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,0,1,2,16,0,NA,2,15,0,NA
Esteio-Colosso,Florestal,592,D,5,3,23,0,NA,2,28,0,NA,3,21,0,NA,1,31,0,NA,2,24,0,NA,1,10,0,NA
Esteio-Colosso,Florestal,1972,B,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,1465,A,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,1016,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,0,1,2,28,0,NA,3,21,0,NA
Esteio-Colosso,Florestal,1586,A,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,1125,B,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,25,0,3,2,26,0,NA
Esteio-Colosso,Florestal,496,D,4,3,42,0,NA,2,40,0,NA,3,36,0,NA,4,40,0,NA,1,14,0,NA,1,10,0,NA
Esteio-Colosso,Florestal,309,E,1,3,12,0,NA,1,9,0,NA,1,15,0,NA,2,15,0,NA,4,47,0,NA,2,52,0,NA
Esteio-Colosso,Florestal,1186,D,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,0,1,1,8,0,NA
Esteio-Colosso,Florestal,899,E,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,964,A,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,45,0,50,5,33,0,NA,12,50,0,NA
Esteio-Colosso,Florestal,570,C,7,3,60,0,NA,3,51,0,NA,5,64,0,NA,4,54,0,NA,5,59,0,NA,3,75,0,NA
Esteio-Colosso,Florestal,439,D,3,5,75,1,NA,5,78,0,NA,4,62,0,NA,6,74,1,NA,8,97,0,NA,6,85,1,NA
Esteio-Colosso,Florestal,117,A,9,5,79,0,NA,4,100,0,NA,5,102,1,NA,5,97,0,NA,5,97,0,NA,2,105,0,NA
Esteio-Colosso,Florestal,1149,A,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,0,50,6,48,0,NA
Esteio-Colosso,Florestal,1223,B,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,1039,C,3,2,42,0,NA,NA,NA,NA,60,NA,NA,NA,60,2,59,0,NA,2,59,0,NA,3,53,0,NA
Esteio-Colosso,Florestal,559,C,7,4,53,0,NA,1,45,0,NA,2,54,0,NA,2,46,0,NA,1,36,0,NA,2,37,0,NA
Esteio-Colosso,Florestal,1974,E,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,486,D,7,13,125,1,NA,11,103,1,NA,7,129,0,NA,8,87,0,NA,6,96,0,NA,6,65,0,NA
Esteio-Colosso,Florestal,1913,A,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,462,E,6,7,105,1,NA,9,91,1,NA,7,91,1,NA,10,100,1,NA,11,103,1,NA,10,117,1,NA
Esteio-Colosso,Florestal,646,A,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,1,1,10,0,NA,NA,NA,NA,60,2,19,0,NA
Esteio-Colosso,Florestal,1971,B,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,1522,C,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,38,0,NA
Esteio-Colosso,Florestal,297,C,3,NA,NA,NA,NA,2,35,0,NA,1,19,0,NA,NA,NA,NA,60,2,16,0,NA,2,12,0,NA
Esteio-Colosso,Florestal,1109,A,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,20,0,3,2,34,0,NA
Esteio-Colosso,Florestal,4,A,7,2,19,0,NA,1,18,0,NA,2,21,0,NA,1,19,0,NA,2,19,0,NA,2,21,0,NA
Esteio-Colosso,Florestal,377,E,3,2,38,0,NA,3,35,0,NA,3,42,0,NA,3,56,0,NA,4,66,0,NA,2,60,0,NA
Esteio-Colosso,Florestal,42,A,4,3,50,0,NA,4,57,0,NA,5,64,0,NA,6,66,2,NA,7,93,1,NA,6,95,1,NA
Esteio-Colosso,Florestal,1114,D,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,0,1,1,9,0,NA
Esteio-Colosso,Florestal,955,A,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,0,1,1,13,0,NA,1,20,0,NA
Esteio-Colosso,Florestal,401,D,2,3,52,0,NA,2,28,0,NA,2,34,0,NA,3,37,0,NA,4,41,0,NA,4,40,0,NA
Esteio-Colosso,Florestal,1441,A,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,1403,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,17,0,3,1,8,0,NA
Esteio-Colosso,Florestal,97,B,2,1,18,0,NA,1,24,0,NA,2,20,0,NA,4,30,0,NA,5,43,0,NA,6,48,0,NA
Esteio-Colosso,Florestal,855,B,2,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0,1,2,20,0,NA,NA,NA,NA,60,NA,NA,NA,60
Esteio-Colosso,Florestal,1188,E,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,14,0,1,1,10,0,NA
Esteio-Colosso,Florestal,304,E,6,4,68,0,NA,4,70,0,NA,3,81,0,NA,3,84,1,NA,4,100,0,NA,4,80,1,NA
Esteio-Colosso,Florestal,137,C,6,4,97,0,NA,3,134,0,NA,3,142,0,NA,2,79,1,NA,2,71,0,NA,3,64,0,NA
Esteio-Colosso,Florestal,1445,A,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,795,A,1,NA,NA,NA,NA,NA,NA,NA,NA,1,6,0,1,NA,NA,NA,60,2,44,0,NA,3,45,0,NA
Esteio-Colosso,Florestal,1193,B,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,1,1,10,0,NA
Esteio-Colosso,Florestal,1903,B,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,1472,B,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,979,A,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,19,0,1,2,30,0,NA,3,17,0,NA
Esteio-Colosso,Florestal,970,B,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,0,1,1,10,0,NA
Esteio-Colosso,Florestal,644,B,6,NA,NA,NA,NA,1,31,0,3,1,31,0,NA,1,44,0,NA,3,28,0,NA,2,33,0,NA
Esteio-Colosso,Florestal,169,A,6,1,17,0,NA,1,18,0,NA,1,24,0,NA,1,26,0,NA,2,22,0,NA,2,20,0,NA
Esteio-Colosso,Florestal,617,B,5,NA,NA,NA,NA,1,10,0,1,1,8,0,NA,1,12,0,NA,1,13,0,NA,1,9,0,NA
Esteio-Colosso,Florestal,1937,E,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,1421,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,34,0,3,2,26,0,NA
Esteio-Colosso,Florestal,1983,A,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,1945,A,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,1490,A,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,959,A,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,1,1,14,0,NA,1,7,0,NA
Esteio-Colosso,Florestal,830,E,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,0,1,1,19,0,NA,1,16,0,NA
Esteio-Colosso,Florestal,438,D,3,5,105,0,NA,5,108,1,NA,6,104,0,NA,4,98,0,NA,6,100,0,NA,4,85,0,NA
Esteio-Colosso,Florestal,678,A,7,NA,NA,NA,NA,1,10,0,3,1,16,0,NA,1,16,0,NA,1,15,0,NA,1,6,0,NA
Esteio-Colosso,Florestal,182,A,6,2,37,0,NA,1,30,0,NA,2,30,0,NA,2,33,0,NA,2,38,0,NA,2,36,0,NA
Esteio-Colosso,Florestal,1021,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9,0,1,2,15,0,NA,1,18,0,NA
Esteio-Colosso,Florestal,560,E,1,1,9,0,NA,1,14,0,NA,NA,NA,NA,60,NA,NA,NA,60,NA,NA,NA,60,NA,NA,NA,60
Esteio-Colosso,Florestal,1548,C,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,0,1
Esteio-Colosso,Florestal,296,C,4,3,46,0,NA,4,51,0,NA,6,70,0,NA,4,47,0,NA,4,68,0,NA,3,60,0,NA
Esteio-Colosso,Florestal,1979,E,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Esteio-Colosso,Florestal,613,A,8,NA,NA,NA,NA,1,7,0,1,2,12,0,NA,2,12,0,NA,NA,NA,NA,60,NA,NA,NA,60
Esteio-Colosso,Florestal,620,B,4,NA,NA,NA,NA,1,16,0,3,1,9,0,NA,1,6,0,NA,1,13,0,NA,1,10,0,NA
Esteio-Colosso,Florestal,781,C,10,NA,NA,NA,NA,1,8,0,1,1,15,0,NA,1,15,0,NA,1,16,0,NA,2,12,0,NA
Esteio-Colosso,Florestal,1585,A,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
